Region,Main_Sector,Year,Price_Type,Sector_GRDP
Central Visayas,"Agriculture, forestry, and fishing",2013,At Current Prices,63584803.0
Central Visayas,"Agriculture, forestry, and fishing",2014,At Constant 2018 Prices,71431707.0
Central Visayas,"Agriculture, forestry, and fishing",2014,At Current Prices,65676144.0
Central Visayas,"Agriculture, forestry, and fishing",2015,At Constant 2018 Prices,73531829.0
Central Visayas,"Agriculture, forestry, and fishing",2015,At Current Prices,67583606.0
Central Visayas,"Agriculture, forestry, and fishing",2016,At Constant 2018 Prices,73510585.0
Central Visayas,"Agriculture, forestry, and fishing",2016,At Current Prices,67759679.0
Central Visayas,"Agriculture, forestry, and fishing",2017,At Constant 2018 Prices,78798276.0
Central Visayas,"Agriculture, forestry, and fishing",2017,At Current Prices,75789067.0
Central Visayas,"Agriculture, forestry, and fishing",2018,At Constant 2018 Prices,79665185.0
Central Visayas,"Agriculture, forestry, and fishing",2018,At Current Prices,79665185.0
Central Visayas,"Agriculture, forestry, and fishing",2019,At Constant 2018 Prices,80319897.0
Central Visayas,"Agriculture, forestry, and fishing",2019,At Current Prices,79460898.0
Central Visayas,"Agriculture, forestry, and fishing",2020,At Constant 2018 Prices,83688959.0
Central Visayas,"Agriculture, forestry, and fishing",2020,At Current Prices,84965583.0
Central Visayas,"Agriculture, forestry, and fishing",2021,At Constant 2018 Prices,88146321.0
Central Visayas,"Agriculture, forestry, and fishing",2021,At Current Prices,95104835.0
Central Visayas,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,141476121.0
Central Visayas,"Agriculture, forestry, and fishing",2022,At Current Prices,168566003.0
Central Visayas,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,150764951.0
Central Visayas,"Agriculture, forestry, and fishing",2023,At Current Prices,196632744.0
Central Visayas,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,63312953.0
Central Visayas,"Agriculture, forestry, and fishing",2024,At Current Prices,88099664.0
Central Visayas,Gross Domestic Product,2000,At Constant 2018 Prices,382350583.0
Central Visayas,Gross Domestic Product,2000,At Current Prices,201368028.0
Central Visayas,Gross Domestic Product,2001,At Constant 2018 Prices,398961448.0
Central Visayas,Gross Domestic Product,2001,At Current Prices,221348981.0
Central Visayas,Gross Domestic Product,2002,At Constant 2018 Prices,406689373.0
Central Visayas,Gross Domestic Product,2002,At Current Prices,236861695.0
Central Visayas,Gross Domestic Product,2003,At Constant 2018 Prices,424323970.0
Central Visayas,Gross Domestic Product,2003,At Current Prices,251698543.0
Central Visayas,Gross Domestic Product,2004,At Constant 2018 Prices,453194307.0
Central Visayas,Gross Domestic Product,2004,At Current Prices,286487926.0
Central Visayas,Gross Domestic Product,2005,At Constant 2018 Prices,485139298.0
Central Visayas,Gross Domestic Product,2005,At Current Prices,321657954.0
Central Visayas,Gross Domestic Product,2006,At Constant 2018 Prices,507783275.0
Central Visayas,Gross Domestic Product,2006,At Current Prices,354599746.0
Central Visayas,Gross Domestic Product,2007,At Constant 2018 Prices,549142789.0
Central Visayas,Gross Domestic Product,2007,At Current Prices,394422136.0
Central Visayas,Gross Domestic Product,2008,At Constant 2018 Prices,577396656.0
Central Visayas,Gross Domestic Product,2008,At Current Prices,442118144.0
Central Visayas,Gross Domestic Product,2009,At Constant 2018 Prices,594859094.0
Central Visayas,Gross Domestic Product,2009,At Current Prices,465442221.0
Central Visayas,Gross Domestic Product,2010,At Constant 2018 Prices,666353769.0
Central Visayas,Gross Domestic Product,2010,At Current Prices,539482115.0
Central Visayas,Gross Domestic Product,2011,At Constant 2018 Prices,713605729.0
Central Visayas,Gross Domestic Product,2011,At Current Prices,592227842.0
Central Visayas,Gross Domestic Product,2012,At Constant 2018 Prices,779760030.0
Central Visayas,Gross Domestic Product,2012,At Current Prices,674544563.0
Central Visayas,Gross Domestic Product,2013,At Constant 2018 Prices,841425750.0
Central Visayas,Gross Domestic Product,2013,At Current Prices,746139449.0
Central Visayas,Gross Domestic Product,2014,At Constant 2018 Prices,903755199.0
Central Visayas,Gross Domestic Product,2014,At Current Prices,829547258.0
Central Visayas,Gross Domestic Product,2015,At Constant 2018 Prices,958557189.0
Central Visayas,Gross Domestic Product,2015,At Current Prices,889023020.0
Central Visayas,Gross Domestic Product,2016,At Constant 2018 Prices,1029641257.0
Central Visayas,Gross Domestic Product,2016,At Current Prices,977480106.0
Central Visayas,Gross Domestic Product,2017,At Constant 2018 Prices,1102761503.0
Central Visayas,Gross Domestic Product,2017,At Current Prices,1067272679.0
Central Visayas,Gross Domestic Product,2018,At Constant 2018 Prices,1180945761.0
Central Visayas,Gross Domestic Product,2018,At Current Prices,1180945761.0
Central Visayas,Gross Domestic Product,2019,At Constant 2018 Prices,1254113393.0
Central Visayas,Gross Domestic Product,2019,At Current Prices,1270612311.0
Central Visayas,Gross Domestic Product,2020,At Constant 2018 Prices,1134912345.0
Central Visayas,Gross Domestic Product,2020,At Current Prices,1170115820.0
Central Visayas,Gross Domestic Product,2021,At Constant 2018 Prices,1195978557.0
Central Visayas,Gross Domestic Product,2021,At Current Prices,1237764942.0
Central Visayas,Gross Domestic Product,2022,At Constant 2018 Prices,2396405342.0
Central Visayas,Gross Domestic Product,2022,At Current Prices,2612520698.0
Central Visayas,Gross Domestic Product,2023,At Constant 2018 Prices,2570730837.0
Central Visayas,Gross Domestic Product,2023,At Current Prices,2932601507.0
Central Visayas,Gross Domestic Product,2024,At Constant 2018 Prices,1276347867.0
Central Visayas,Gross Domestic Product,2024,At Current Prices,1491366498.0
Central Visayas,Industry,2000,At Constant 2018 Prices,114829317.0
Central Visayas,Industry,2000,At Current Prices,73223700.0
Central Visayas,Industry,2001,At Constant 2018 Prices,117045613.0
Central Visayas,Industry,2001,At Current Prices,77741260.0
Central Visayas,Industry,2002,At Constant 2018 Prices,118110486.0
Central Visayas,Industry,2002,At Current Prices,81274402.0
Central Visayas,Industry,2003,At Constant 2018 Prices,123947547.0
Central Visayas,Industry,2003,At Current Prices,85482328.0
Central Visayas,Industry,2004,At Constant 2018 Prices,129499145.0
Central Visayas,Industry,2004,At Current Prices,96150619.0
Central Visayas,Industry,2005,At Constant 2018 Prices,137854401.0
Central Visayas,Industry,2005,At Current Prices,107996269.0
Central Visayas,Industry,2006,At Constant 2018 Prices,142539953.0
Central Visayas,Industry,2006,At Current Prices,116574228.0
Central Visayas,Industry,2007,At Constant 2018 Prices,149512387.0
Central Visayas,Industry,2007,At Current Prices,126286882.0
Central Visayas,Industry,2008,At Constant 2018 Prices,156256095.0
Central Visayas,Industry,2008,At Current Prices,140167919.0
Central Visayas,Industry,2009,At Constant 2018 Prices,153888032.0
Central Visayas,Industry,2009,At Current Prices,137192488.0
Central Visayas,Industry,2010,At Constant 2018 Prices,184919031.0
Central Visayas,Industry,2010,At Current Prices,170695729.0
Central Visayas,Industry,2011,At Constant 2018 Prices,199517578.0
Central Visayas,Industry,2011,At Current Prices,185544289.0
Central Visayas,Industry,2012,At Constant 2018 Prices,219917011.0
Central Visayas,Industry,2012,At Current Prices,207904510.0
Central Visayas,Industry,2013,At Constant 2018 Prices,239413480.0
Central Visayas,Industry,2013,At Current Prices,228411607.0
Central Visayas,Industry,2014,At Constant 2018 Prices,263006395.0
Central Visayas,Industry,2014,At Current Prices,261570745.0
Central Visayas,Industry,2015,At Constant 2018 Prices,262820648.0
Central Visayas,Industry,2015,At Current Prices,259914853.0
Central Visayas,Industry,2016,At Constant 2018 Prices,294229163.0
Central Visayas,Industry,2016,At Current Prices,292513517.0
Central Visayas,Industry,2017,At Constant 2018 Prices,298496459.0
Central Visayas,Industry,2017,At Current Prices,299481022.0
Central Visayas,Industry,2018,At Constant 2018 Prices,324475369.0
Central Visayas,Industry,2018,At Current Prices,324475369.0
Central Visayas,Industry,2019,At Constant 2018 Prices,340461665.0
Central Visayas,Industry,2019,At Current Prices,348149297.0
Central Visayas,Industry,2020,At Constant 2018 Prices,282306497.0
Central Visayas,Industry,2020,At Current Prices,299778306.0
Central Visayas,Industry,2021,At Constant 2018 Prices,293113664.0
Central Visayas,Industry,2021,At Current Prices,310001537.0
Central Visayas,Industry,2022,At Constant 2018 Prices,596721770.0
Central Visayas,Industry,2022,At Current Prices,674355823.0
Central Visayas,Industry,2023,At Constant 2018 Prices,621460263.0
Central Visayas,Industry,2023,At Current Prices,725739718.0
Central Visayas,Industry,2024,At Constant 2018 Prices,318431229.0
Central Visayas,Industry,2024,At Current Prices,372314975.0
Central Visayas,Services,2000,At Constant 2018 Prices,225889393.0
Central Visayas,Services,2000,At Current Prices,109279477.0
Central Visayas,Services,2001,At Constant 2018 Prices,238139152.0
Central Visayas,Services,2001,At Current Prices,124550591.0
Central Visayas,Services,2002,At Constant 2018 Prices,244132603.0
Central Visayas,Services,2002,At Current Prices,134233197.0
Central Visayas,Services,2003,At Constant 2018 Prices,254441006.0
Central Visayas,Services,2003,At Current Prices,147178692.0
Central Visayas,Services,2004,At Constant 2018 Prices,279201548.0
Central Visayas,Services,2004,At Current Prices,167785234.0
Central Visayas,Services,2005,At Constant 2018 Prices,302341519.0
Central Visayas,Services,2005,At Current Prices,191476587.0
Central Visayas,Services,2006,At Constant 2018 Prices,325928805.0
Central Visayas,Services,2006,At Current Prices,216432270.0
Central Visayas,Services,2007,At Constant 2018 Prices,360285705.0
Central Visayas,Services,2007,At Current Prices,246251308.0
Central Visayas,Services,2008,At Constant 2018 Prices,385593118.0
Central Visayas,Services,2008,At Current Prices,277868686.0
Central Visayas,Services,2009,At Constant 2018 Prices,410280694.0
Central Visayas,Services,2009,At Current Prices,304913674.0
Central Visayas,Services,2010,At Constant 2018 Prices,454918668.0
Central Visayas,Services,2010,At Current Prices,350966294.0
Central Visayas,Services,2011,At Constant 2018 Prices,490319212.0
Central Visayas,Services,2011,At Current Prices,390156157.0
Central Visayas,Services,2012,At Constant 2018 Prices,544277209.0
Central Visayas,Services,2012,At Current Prices,452552179.0
Central Visayas,Services,2013,At Constant 2018 Prices,595109567.0
Central Visayas,Services,2013,At Current Prices,515210027.0
Central Visayas,Services,2014,At Constant 2018 Prices,638801111.0
Central Visayas,Services,2014,At Current Prices,566713571.0
Central Visayas,Services,2015,At Constant 2018 Prices,698567136.0
Central Visayas,Services,2015,At Current Prices,634904651.0
Central Visayas,Services,2016,At Constant 2018 Prices,747244490.0
Central Visayas,Services,2016,At Current Prices,701338895.0
Central Visayas,Services,2017,At Constant 2018 Prices,818694040.0
Central Visayas,Services,2017,At Current Prices,784129708.0
Central Visayas,Services,2018,At Constant 2018 Prices,875486018.0
Central Visayas,Services,2018,At Current Prices,875486018.0
Central Visayas,Services,2019,At Constant 2018 Prices,936804076.0
Central Visayas,Services,2019,At Current Prices,949084115.0
Central Visayas,Services,2020,At Constant 2018 Prices,861292292.0
Central Visayas,Services,2020,At Current Prices,880567787.0
Central Visayas,Services,2021,At Constant 2018 Prices,914516682.0
Central Visayas,Services,2021,At Current Prices,933819649.0
Central Visayas,Services,2022,At Constant 2018 Prices,1863390390.0
Central Visayas,Services,2022,At Current Prices,1979092129.0
Central Visayas,Services,2023,At Constant 2018 Prices,2028175094.0
Central Visayas,Services,2023,At Current Prices,2251287205.0
Central Visayas,Services,2024,At Constant 2018 Prices,1010457863.0
Central Visayas,Services,2024,At Current Prices,1155024410.0
Cordillera Administrative Region,"Agriculture, forestry, and fishing",2022,At Constant 2018 Prices,28121885.0
Cordillera Administrative Region,"Agriculture, forestry, and fishing",2022,At Current Prices,29672963.0
Cordillera Administrative Region,"Agriculture, forestry, and fishing",2023,At Constant 2018 Prices,27785684.0
Cordillera Administrative Region,"Agriculture, forestry, and fishing",2023,At Current Prices,33798890.0
Cordillera Administrative Region,"Agriculture, forestry, and fishing",2024,At Constant 2018 Prices,28094112.0
Cordillera Administrative Region,"Agriculture, forestry, and fishing",2024,At Current Prices,35739904.0
Cordillera Administrative Region,Gross Domestic Product,2022,At Constant 2018 Prices,337753055.0
Cordillera Administrative Region,Gross Domestic Product,2022,At Current Prices,366057851.0
Cordillera Administrative Region,Gross Domestic Product,2023,At Constant 2018 Prices,360896543.0
Cordillera Administrative Region,Gross Domestic Product,2023,At Current Prices,410079730.0
Cordillera Administrative Region,Gross Domestic Product,2024,At Constant 2018 Prices,378264592.0
Cordillera Administrative Region,Gross Domestic Product,2024,At Current Prices,445523963.0
Cordillera Administrative Region,Industry,2022,At Constant 2018 Prices,83898456.0
Cordillera Administrative Region,Industry,2022,At Current Prices,88873951.0
Cordillera Administrative Region,Industry,2023,At Constant 2018 Prices,87420100.0
Cordillera Administrative Region,Industry,2023,At Current Prices,96096121.0
Cordillera Administrative Region,Industry,2024,At Constant 2018 Prices,87684830.0
Cordillera Administrative Region,Industry,2024,At Current Prices,99833326.0
Cordillera Administrative Region,Services,2022,At Constant 2018 Prices,249386959.0
Cordillera Administrative Region,Services,2022,At Current Prices,272006146.0
Cordillera Administrative Region,Services,2023,At Constant 2018 Prices,272139457.0
Cordillera Administrative Region,Services,2023,At Current Prices,308730036.0
Cordillera Administrative Region,Services,2024,At Constant 2018 Prices,292008793.0
Cordillera Administrative Region,Services,2024,At Current Prices,343171511.0
Davao Region,"Agriculture, forestry, and fishing",2000,At Constant 2018 Prices,93200093.0
Davao Region,"Agriculture, forestry, and fishing",2000,At Current Prices,36591389.0
Davao Region,"Agriculture, forestry, and fishing",2001,At Constant 2018 Prices,93316987.0
Davao Region,"Agriculture, forestry, and fishing",2001,At Current Prices,38086970.0
Davao Region,"Agriculture, forestry, and fishing",2002,At Constant 2018 Prices,98084350.0
Davao Region,"Agriculture, forestry, and fishing",2002,At Current Prices,42027235.0
Davao Region,"Agriculture, forestry, and fishing",2003,At Constant 2018 Prices,105010972.0
Davao Region,"Agriculture, forestry, and fishing",2003,At Current Prices,47107627.0
Davao Region,"Agriculture, forestry, and fishing",2004,At Constant 2018 Prices,112358778.0
Davao Region,"Agriculture, forestry, and fishing",2004,At Current Prices,58915150.0
Davao Region,"Agriculture, forestry, and fishing",2005,At Constant 2018 Prices,117181946.0
Davao Region,"Agriculture, forestry, and fishing",2005,At Current Prices,62935517.0
Davao Region,"Agriculture, forestry, and fishing",2006,At Constant 2018 Prices,122389449.0
Davao Region,"Agriculture, forestry, and fishing",2006,At Current Prices,67182315.0
Davao Region,"Agriculture, forestry, and fishing",2007,At Constant 2018 Prices,127744519.0
Davao Region,"Agriculture, forestry, and fishing",2007,At Current Prices,79262722.0
Davao Region,"Agriculture, forestry, and fishing",2008,At Constant 2018 Prices,131013898.0
Davao Region,"Agriculture, forestry, and fishing",2008,At Current Prices,92527209.0
Davao Region,"Agriculture, forestry, and fishing",2009,At Constant 2018 Prices,131162096.0
Davao Region,"Agriculture, forestry, and fishing",2009,At Current Prices,98207985.0
